Ýstanbul Barajlarýnýn Günlük Doluluk Oranlarý (%);;;;;;;;;;
Tarih;Ömerli;Darlik;Elmali;Terkos;Alibey;Büyükçekmece;Sazlidere;Kazandere;Pabuçdere;Istrancalar
7.10.2016;48,14%;52,27%;0,53%;52,71%;39,34%;35,15%;35,74%;61,17%;25,28%;35,69%
8.10.2016;47,88%;52,05%;0,53%;52,38%;39,34%;34,81%;35,62%;61,34%;25,10%;35,30%
9.10.2016;47,62%;51,76%;0,53%;52,05%;38,96%;34,81%;35,57%;61,51%;24,89%;34,29%
10.10.2016;47,37%;51,46%;0,53%;51,72%;38,74%;34,64%;35,39%;61,86%;24,76%;33,24%
11.10.2016;46,98%;51,17%;0,53%;51,39%;38,74%;34,31%;35,33%;61,86%;24,56%;32,26%
12.10.2016;46,59%;50,87%;0,53%;51,23%;38,74%;34,14%;35,33%;62,30%;24,41%;31,59%
13.10.2016;46,34%;50,65%;0,52%;50,90%;38,74%;33,97%;35,26%;62,59%;24,33%;30,86%
14.10.2016;46,02%;50,32%;0,53%;50,41%;38,66%;33,80%;35,18%;62,87%;24,15%;30,80%
15.10.2016;45,76%;50,03%;0,53%;50,08%;38,66%;33,47%;35,03%;63,06%;23,91%;30,69%
16.10.2016;45,38%;49,77%;0,53%;49,76%;38,36%;33,30%;34,95%;63,06%;23,70%;30,55%
17.10.2016;45,00%;49,51%;0,54%;49,27%;38,51%;33,13%;34,95%;63,06%;23,38%;30,76%
18.10.2016;44,81%;49,26%;0,52%;48,95%;38,21%;32,96%;34,80%;63,06%;23,04%;31,95%
19.10.2016;44,50%;49,00%;0,52%;48,62%;38,21%;32,62%;34,72%;63,06%;22,79%;32,53%
20.10.2016;44,12%;48,71%;0,52%;48,46%;38,07%;32,62%;34,50%;63,06%;22,52%;32,47%
21.10.2016;43,74%;48,37%;0,53%;48,14%;38,07%;32,46%;34,57%;63,06%;22,33%;33,33%
22.10.2016;43,42%;48,15%;0,53%;47,81%;37,77%;32,29%;34,43%;63,06%;22,15%;33,97%
23.10.2016;43,05%;47,82%;0,51%;47,65%;37,70%;32,12%;34,50%;62,87%;21,88%;34,51%
24.10.2016;42,74%;47,68%;0,52%;47,17%;37,47%;32,12%;34,43%;62,87%;21,63%;34,82%
25.10.2016;42,42%;47,31%;0,54%;46,85%;37,25%;31,95%;34,35%;62,87%;21,54%;35,33%
26.10.2016;42,11%;47,05%;0,53%;46,37%;37,11%;31,78%;34,07%;62,68%;21,49%;36,28%
27.10.2016;41,74%;46,72%;0,54%;46,05%;36,81%;31,62%;33,79%;62,30%;21,40%;37,51%
28.10.2016;41,43%;46,46%;0,53%;45,73%;36,60%;31,62%;33,19%;61,86%;21,45%;41,12%
29.10.2016;41,18%;46,35%;0,52%;45,41%;36,52%;31,45%;32,89%;61,42%;21,36%;44,54%
30.10.2016;41,12%;46,10%;0,52%;45,09%;36,38%;31,11%;32,70%;61,01%;21,28%;56,65%
31.10.2016;40,87%;45,88%;0,52%;44,61%;36,30%;31,11%;32,64%;60,60%;21,24%;57,91%
1.11.2016;40,69%;45,58%;0,53%;44,29%;36,02%;30,94%;32,47%;60,29%;21,20%;58,61%
2.11.2016;40,57%;45,36%;0,53%;43,98%;35,65%;30,77%;32,25%;59,91%;21,11%;55,32%
3.11.2016;40,63%;45,03%;0,53%;43,66%;35,65%;30,61%;32,25%;59,63%;20,99%;52,28%
4.11.2016;40,57%;44,88%;0,53%;43,66%;35,65%;30,61%;32,41%;59,28%;20,91%;48,34%
5.11.2016;40,57%;44,63%;0,53%;43,50%;35,44%;30,61%;32,36%;59,14%;20,87%;44,90%
6.11.2016;40,44%;44,41%;0,54%;43,18%;35,22%;30,44%;32,36%;58,88%;20,83%;41,39%
7.11.2016;40,20%;44,15%;0,53%;42,55%;35,30%;30,10%;32,41%;58,54%;20,83%;38,87%
8.11.2016;39,95%;43,97%;0,54%;42,55%;35,30%;30,10%;32,53%;58,20%;20,64%;36,56%
9.11.2016;39,71%;43,74%;0,52%;42,24%;35,30%;29,93%;32,47%;57,47%;20,53%;35,79%
10.11.2016;39,46%;43,52%;0,53%;42,24%;35,08%;29,60%;32,13%;56,87%;20,50%;35,14%
11.11.2016;39,10%;43,30%;0,54%;42,24%;35,08%;29,76%;32,30%;56,38%;20,43%;34,65%
12.11.2016;39,52%;43,08%;0,52%;42,24%;34,94%;29,60%;32,13%;55,72%;20,35%;34,21%
13.11.2016;39,83%;42,90%;0,53%;41,61%;35,01%;29,43%;32,02%;55,14%;20,32%;34,12%
14.11.2016;40,07%;42,72%;0,53%;41,61%;34,94%;29,26%;31,88%;54,38%;20,25%;33,82%
15.11.2016;39,95%;42,53%;0,53%;41,45%;34,87%;28,92%;31,36%;53,66%;20,18%;33,64%
16.11.2016;39,52%;42,35%;0,53%;41,30%;34,73%;28,92%;31,51%;52,92%;20,08%;32,79%
17.11.2016;39,52%;42,13%;0,53%;41,30%;34,73%;28,76%;31,36%;52,30%;19,99%;31,10%
18.11.2016;39,46%;41,98%;0,53%;41,14%;34,73%;28,59%;31,22%;51,85%;19,83%;29,43%
19.11.2016;39,34%;41,72%;0,53%;40,99%;34,73%;28,59%;31,29%;51,21%;19,66%;27,51%
20.11.2016;39,34%;41,43%;0,53%;40,83%;34,73%;28,42%;31,22%;50,68%;19,45%;26,61%
21.11.2016;39,28%;41,36%;0,52%;40,67%;34,80%;28,42%;31,15%;50,17%;19,25%;24,89%
22.11.2016;39,16%;41,10%;0,53%;40,52%;35,01%;28,42%;31,29%;49,69%;19,13%;23,60%
23.11.2016;38,91%;40,88%;0,53%;40,21%;34,94%;28,42%;31,29%;48,92%;18,97%;22,85%
24.11.2016;38,61%;40,62%;0,53%;40,05%;35,01%;28,08%;31,01%;48,22%;18,82%;21,05%
25.11.2016;38,31%;40,44%;0,53%;39,89%;34,73%;28,08%;30,95%;47,50%;18,79%;18,94%
26.11.2016;38,06%;40,18%;0,53%;39,58%;34,65%;28,08%;30,81%;46,09%;18,61%;16,27%
27.11.2016;37,64%;39,92%;0,53%;39,27%;34,65%;27,91%;30,74%;45,34%;18,47%;13,35%
28.11.2016;37,40%;39,78%;0,52%;38,96%;34,80%;28,25%;30,88%;44,65%;18,34%;14,27%
29.11.2016;38,55%;40,14%;0,53%;40,21%;36,38%;30,44%;31,22%;44,01%;18,40%;21,30%
30.11.2016;40,01%;41,83%;0,51%;42,08%;37,99%;30,77%;31,95%;43,76%;18,68%;44,73%
1.12.2016;41,31%;42,90%;0,52%;42,24%;38,29%;30,77%;31,95%;43,60%;18,86%;59,92%
2.12.2016;41,93%;43,41%;0,51%;42,24%;38,36%;30,27%;31,88%;43,35%;18,71%;56,29%
3.12.2016;42,42%;43,52%;0,52%;42,24%;38,51%;30,27%;32,70%;43,19%;18,54%;54,75%
4.12.2016;42,67%;43,60%;0,53%;42,08%;38,36%;30,27%;32,53%;42,80%;18,37%;50,92%
5.12.2016;43,05%;43,71%;0,53%;41,92%;38,29%;30,10%;32,36%;42,41%;18,27%;45,80%
6.12.2016;43,30%;43,67%;0,53%;41,77%;38,29%;30,10%;32,13%;42,20%;18,15%;41,01%
7.12.2016;43,49%;43,85%;0,51%;41,61%;38,36%;30,10%;31,80%;41,70%;18,05%;40,42%
8.12.2016;43,80%;44,00%;0,52%;41,45%;38,59%;30,10%;31,80%;41,04%;17,88%;39,27%
9.12.2016;43,99%;44,00%;0,53%;41,45%;38,66%;30,10%;31,88%;40,28%;17,76%;36,84%
10.12.2016;43,99%;44,11%;0,52%;41,30%;38,89%;30,10%;31,95%;39,68%;17,44%;34,81%
11.12.2016;44,05%;44,08%;0,52%;41,30%;38,96%;29,93%;31,88%;38,98%;17,06%;33,75%
12.12.2016;44,05%;44,08%;0,52%;41,14%;39,19%;29,93%;31,80%;38,52%;16,75%;32,73%
13.12.2016;44,05%;44,22%;0,52%;41,45%;39,41%;30,10%;31,66%;38,03%;16,42%;31,99%
14.12.2016;44,88%;45,32%;0,52%;41,30%;39,49%;29,93%;31,51%;37,45%;16,20%;30,11%
15.12.2016;45,38%;45,88%;0,52%;41,14%;39,71%;29,93%;31,80%;36,95%;15,88%;29,29%
16.12.2016;46,08%;46,32%;0,52%;41,30%;39,94%;30,27%;31,80%;36,28%;15,58%;27,24%
17.12.2016;47,04%;47,09%;0,52%;41,14%;40,02%;30,10%;31,80%;35,66%;15,29%;24,81%
18.12.2016;47,75%;47,53%;0,52%;41,30%;40,02%;29,93%;31,66%;35,07%;15,05%;24,33%
19.12.2016;48,33%;47,93%;0,51%;41,14%;40,24%;29,93%;31,51%;34,47%;14,76%;24,48%
20.12.2016;48,85%;48,08%;0,53%;41,14%;40,24%;29,93%;31,44%;33,92%;14,42%;24,52%
21.12.2016;49,31%;48,34%;0,54%;41,45%;40,55%;30,10%;31,36%;33,34%;14,15%;25,35%
22.12.2016;51,08%;49,59%;0,52%;40,99%;40,78%;30,61%;31,15%;32,91%;13,93%;27,22%
23.12.2016;53,87%;52,31%;0,52%;40,99%;41,08%;30,27%;31,15%;32,55%;13,71%;28,03%
24.12.2016;55,43%;53,97%;0,52%;41,30%;42,24%;30,61%;31,22%;32,06%;13,48%;30,54%
25.12.2016;57,20%;55,32%;0,52%;41,92%;43,26%;30,44%;31,29%;31,62%;13,26%;37,12%
26.12.2016;58,32%;56,09%;0,52%;42,08%;43,58%;30,77%;31,51%;31,13%;13,19%;42,91%
27.12.2016;59,33%;56,64%;0,52%;42,08%;43,81%;30,77%;31,51%;30,33%;13,13%;41,96%
28.12.2016;60,24%;57,23%;0,52%;41,92%;44,13%;30,77%;31,51%;29,63%;13,04%;40,79%
29.12.2016;61,43%;57,89%;0,52%;41,92%;44,21%;31,45%;31,01%;29,00%;12,93%;36,23%
30.12.2016;72,93%;66,34%;0,52%;42,87%;45,81%;32,12%;31,08%;29,00%;13,04%;38,47%
31.12.2016;79,07%;71,29%;0,52%;43,18%;52,24%;32,46%;33,13%;29,00%;13,10%;41,43%
1.01.2017;81,07%;72,94%;0,52%;44,45%;56,18%;33,13%;34,07%;28,84%;13,07%;40,24%
2.01.2017;82,16%;74,11%;0,51%;44,93%;58,38%;33,63%;34,64%;28,57%;12,99%;34,68%
3.01.2017;82,63%;74,59%;0,51%;45,09%;59,26%;33,63%;34,87%;28,17%;12,93%;29,18%
4.01.2017;82,79%;75,07%;0,52%;45,25%;59,79%;33,80%;35,10%;27,97%;12,84%;23,32%
5.01.2017;82,94%;75,49%;0,52%;45,57%;60,42%;33,80%;35,39%;27,97%;13,10%;26,85%
6.01.2017;84,75%;77,73%;0,52%;47,65%;61,50%;34,48%;35,68%;29,85%;14,65%;70,22%
7.01.2017;85,30%;79,22%;0,52%;53,86%;61,41%;38,68%;35,91%;31,41%;17,17%;90,50%
8.01.2017;85,62%;80,12%;0,52%;55,53%;63,68%;38,35%;36,49%;33,34%;17,63%;93,61%
9.01.2017;85,78%;80,55%;0,52%;56,36%;64,59%;39,02%;36,96%;33,63%;17,63%;89,49%
10.01.2017;86,02%;80,97%;0,52%;56,70%;65,24%;39,35%;37,31%;35,40%;17,63%;82,47%
11.01.2017;86,02%;81,35%;0,52%;57,37%;65,89%;39,71%;37,83%;35,72%;18,05%;80,01%
12.01.2017;86,49%;81,61%;0,52%;58,72%;68,31%;41,13%;39,07%;41,04%;18,44%;79,51%
13.01.2017;89,13%;82,94%;0,52%;61,96%;75,22%;46,82%;42,66%;42,06%;18,79%;86,78%
14.01.2017;89,81%;83,79%;0,52%;62,99%;77,39%;48,24%;43,80%;42,41%;19,01%;86,12%
15.01.2017;91,50%;85,02%;0,52%;66,80%;83,23%;51,79%;46,84%;48,78%;21,36%;94,25%
16.01.2017;93,96%;88,32%;0,52%;71,92%;88,71%;57,12%;49,95%;54,54%;23,38%;93,96%
17.01.2017;96,62%;91,70%;0,52%;75,15%;93,06%;60,97%;51,76%;59,49%;24,41%;99,99%
18.01.2017;97,80%;91,89%;0,52%;78,97%;95,74%;63,54%;53,66%;73,13%;28,10%;99,99%
19.01.2017;98,73%;94,33%;0,52%;84,32%;97,92%;66,29%;55,62%;86,63%;32,72%;99,99%
20.01.2017;99,24%;96,25%;0,52%;89,40%;96,72%;69,04%;56,81%;97,64%;35,47%;99,99%
21.01.2017;99,07%;98,37%;0,52%;93,79%;94,02%;72,16%;58,36%;100,00%;36,45%;99,99%
22.01.2017;98,14%;98,91%;0,52%;94,56%;93,91%;72,90%;58,65%;100,00%;37,08%;99,99%
23.01.2017;97,13%;99,28%;0,52%;95,14%;94,24%;73,26%;59,27%;100,00%;37,43%;99,99%
24.01.2017;96,04%;100,00%;0,52%;95,52%;94,34%;73,82%;59,68%;89,72%;45,20%;99,99%
25.01.2017;95,04%;100,00%;0,52%;95,52%;94,56%;74,37%;60,02%;81,13%;52,89%;99,99%
26.01.2017;94,13%;100,00%;0,52%;95,91%;94,77%;74,37%;60,46%;74,34%;57,98%;99,99%
27.01.2017;93,88%;100,00%;0,52%;95,91%;94,77%;74,55%;60,46%;68,31%;61,31%;99,99%
28.01.2017;93,71%;100,00%;0,52%;95,91%;94,56%;74,92%;61,09%;64,30%;63,46%;99,99%
29.01.2017;93,55%;99,98%;0,52%;95,72%;94,24%;75,28%;61,28%;65,20%;64,38%;99,93%
30.01.2017;93,55%;99,98%;0,52%;95,72%;94,13%;75,47%;61,38%;65,63%;64,82%;99,92%
31.01.2017;93,38%;99,97%;0,52%;95,52%;93,70%;75,47%;61,57%;66,00%;65,20%;99,92%
1.02.2017;93,14%;99,97%;0,52%;95,52%;92,73%;75,84%;61,57%;66,66%;65,87%;99,91%
2.02.2017;92,97%;99,98%;0,52%;95,14%;92,95%;75,84%;61,77%;67,15%;66,38%;99,87%
3.02.2017;92,81%;99,98%;0,52%;94,94%;93,06%;76,22%;61,96%;67,25%;66,48%;99,86%
4.02.2017;92,72%;99,98%;0,52%;94,94%;93,06%;76,41%;62,16%;68,08%;67,31%;99,92%
5.02.2017;92,56%;99,99%;0,52%;94,75%;92,95%;76,59%;62,45%;70,33%;69,55%;99,98%
6.02.2017;92,56%;100,00%;0,52%;94,75%;92,95%;76,78%;62,60%;73,59%;72,96%;99,96%
7.02.2017;92,40%;100,00%;0,52%;94,56%;92,63%;76,97%;62,75%;75,15%;74,67%;99,93%
8.02.2017;92,31%;100,00%;0,52%;94,94%;92,52%;76,97%;62,82%;76,48%;76,14%;99,93%
9.02.2017;92,23%;100,00%;0,52%;94,94%;92,20%;76,78%;62,82%;77,36%;77,13%;99,93%
10.02.2017;91,99%;100,00%;0,52%;94,56%;92,10%;76,97%;62,82%;78,09%;77,94%;99,97%
11.02.2017;91,90%;100,00%;0,52%;94,56%;91,78%;76,97%;62,75%;78,50%;78,40%;99,99%
12.02.2017;91,82%;100,00%;0,52%;94,36%;91,67%;77,35%;62,98%;79,04%;79,00%;99,99%
13.02.2017;91,74%;100,00%;0,52%;94,17%;91,67%;77,35%;63,22%;79,59%;79,62%;99,99%
14.02.2017;91,66%;100,00%;0,52%;94,17%;91,56%;77,35%;63,06%;80,16%;80,27%;99,99%
15.02.2017;91,50%;100,00%;0,52%;93,79%;91,56%;77,53%;63,06%;80,43%;80,56%;99,99%
16.02.2017;91,33%;100,00%;0,52%;93,59%;91,14%;77,72%;63,30%;80,74%;80,88%;99,99%
17.02.2017;91,09%;100,00%;0,52%;93,40%;90,71%;77,72%;63,46%;81,13%;81,28%;99,99%
18.02.2017;90,92%;100,00%;0,52%;93,21%;90,40%;77,91%;63,46%;81,30%;81,46%;99,99%
19.02.2017;90,68%;100,00%;0,52%;92,83%;90,40%;78,10%;63,62%;81,64%;81,81%;99,99%
20.02.2017;90,68%;100,00%;0,52%;92,83%;90,50%;78,47%;63,96%;83,29%;83,52%;99,93%
21.02.2017;91,25%;100,00%;0,52%;93,59%;91,46%;79,60%;64,48%;87,58%;87,90%;99,99%
22.02.2017;91,17%;100,00%;0,52%;93,59%;92,20%;79,98%;64,67%;89,16%;89,50%;99,99%
23.02.2017;91,17%;100,00%;0,52%;93,79%;92,41%;80,35%;64,95%;90,39%;90,73%;99,99%
24.02.2017;91,25%;100,00%;0,52%;93,59%;92,52%;80,54%;65,04%;91,30%;91,62%;99,99%
25.02.2017;91,25%;100,00%;0,52%;93,59%;92,52%;80,54%;65,42%;92,08%;92,39%;99,99%
26.02.2017;91,25%;100,00%;0,52%;93,59%;92,41%;80,91%;65,61%;93,79%;94,08%;99,99%
27.02.2017;91,25%;100,00%;0,52%;93,40%;92,31%;81,10%;65,61%;95,99%;96,20%;99,99%
28.02.2017;91,25%;100,00%;0,52%;93,21%;92,20%;81,29%;65,61%;97,22%;97,36%;99,99%
1.03.2017;91,01%;100,00%;0,52%;93,02%;92,20%;81,29%;65,71%;98,21%;98,30%;99,99%
2.03.2017;90,76%;100,00%;0,52%;92,83%;92,10%;81,48%;65,81%;100,00%;98,63%;99,99%
3.03.2017;90,60%;100,00%;0,52%;92,83%;91,88%;81,67%;66,01%;100,00%;99,07%;99,99%
4.03.2017;90,60%;100,00%;0,52%;92,83%;91,67%;81,67%;65,91%;100,00%;99,31%;99,62%
5.03.2017;90,60%;100,00%;0,52%;93,02%;91,46%;81,67%;66,11%;100,00%;99,42%;82,43%
6.03.2017;90,44%;100,00%;0,52%;92,83%;91,25%;81,67%;66,11%;100,00%;99,31%;97,29%
7.03.2017;90,35%;100,00%;0,52%;92,83%;91,03%;81,85%;66,01%;100,00%;99,07%;94,95%
8.03.2017;90,27%;99,99%;0,52%;92,83%;90,71%;81,85%;66,21%;100,00%;99,42%;92,63%
9.03.2017;90,19%;99,99%;0,52%;92,63%;90,50%;81,67%;66,21%;100,00%;99,31%;90,50%
10.03.2017;90,11%;99,81%;0,52%;92,44%;90,29%;81,48%;66,11%;100,00%;99,42%;88,75%
11.03.2017;90,03%;99,65%;0,52%;92,44%;90,08%;82,04%;65,91%;100,00%;99,42%;86,07%
12.03.2017;89,96%;99,49%;0,52%;92,44%;89,76%;81,85%;65,81%;100,00%;99,31%;83,82%
13.03.2017;90,03%;99,39%;0,52%;92,44%;89,76%;82,23%;66,21%;100,00%;99,42%;82,64%
14.03.2017;90,19%;99,33%;0,52%;92,63%;89,87%;82,23%;66,31%;100,00%;99,19%;85,65%
15.03.2017;90,84%;99,97%;0,52%;93,21%;90,71%;82,79%;66,51%;100,00%;98,52%;92,38%
16.03.2017;91,25%;99,99%;0,52%;93,40%;91,25%;83,17%;66,98%;100,00%;98,63%;98,91%
17.03.2017;91,66%;100,00%;0,52%;93,40%;91,46%;83,17%;67,14%;100,00%;98,84%;98,95%
18.03.2017;92,64%;100,00%;0,52%;93,98%;92,31%;83,54%;67,38%;100,00%;99,31%;98,96%
19.03.2017;93,14%;100,00%;0,52%;93,98%;92,95%;83,73%;67,46%;100,00%;99,19%;98,92%
20.03.2017;93,22%;100,00%;0,52%;94,17%;93,16%;84,11%;67,80%;100,00%;99,42%;98,82%
21.03.2017;93,22%;100,00%;0,52%;94,17%;93,27%;84,11%;67,97%;100,00%;99,19%;98,73%
22.03.2017;93,05%;100,00%;0,52%;94,17%;93,38%;84,30%;67,89%;100,00%;99,42%;98,29%
23.03.2017;92,97%;100,00%;0,52%;94,17%;93,16%;84,30%;68,05%;100,00%;99,42%;97,66%
24.03.2017;92,72%;100,00%;0,52%;94,17%;93,16%;84,30%;68,14%;100,00%;99,42%;96,82%
25.03.2017;92,56%;100,00%;0,52%;94,17%;92,95%;84,30%;68,05%;100,00%;99,42%;93,75%
26.03.2017;92,40%;100,00%;0,52%;93,98%;92,84%;84,48%;68,32%;100,00%;99,07%;90,26%
27.03.2017;92,15%;100,00%;0,52%;94,36%;92,73%;84,30%;68,32%;100,00%;99,31%;88,41%
28.03.2017;91,99%;100,00%;0,52%;94,17%;92,41%;84,48%;68,32%;100,00%;99,54%;86,80%
29.03.2017;91,82%;100,00%;0,52%;93,98%;92,10%;84,48%;68,32%;100,00%;99,42%;84,47%
30.03.2017;91,74%;100,00%;0,52%;94,17%;92,10%;84,48%;68,32%;100,00%;99,42%;81,98%
31.03.2017;91,50%;100,00%;0,52%;93,98%;91,88%;84,30%;68,60%;100,00%;99,07%;79,28%
1.04.2017;91,25%;100,00%;0,52%;93,79%;91,46%;84,30%;68,51%;100,00%;99,07%;76,54%
2.04.2017;91,01%;100,00%;0,52%;93,79%;91,25%;84,30%;68,51%;100,00%;99,07%;72,44%
3.04.2017;90,84%;99,98%;0,52%;93,79%;90,93%;84,30%;68,51%;100,00%;99,42%;70,32%
4.04.2017;90,68%;99,98%;0,52%;93,59%;90,71%;84,30%;68,51%;100,00%;98,63%;67,08%
5.04.2017;90,52%;99,86%;0,52%;93,79%;90,40%;84,11%;68,60%;100,00%;98,52%;63,65%
6.04.2017;90,35%;99,65%;0,52%;93,59%;90,08%;84,11%;68,60%;100,00%;98,41%;59,34%
7.04.2017;90,19%;99,44%;0,52%;93,79%;89,87%;84,11%;68,87%;100,00%;98,19%;56,59%
8.04.2017;90,03%;99,17%;0,52%;93,59%;89,45%;84,30%;68,69%;100,00%;98,09%;52,58%
9.04.2017;89,81%;98,85%;0,52%;93,59%;89,13%;84,30%;68,78%;100,00%;97,87%;54,04%
10.04.2017;89,74%;98,69%;0,52%;93,59%;88,82%;84,30%;68,69%;100,00%;97,66%;53,09%
11.04.2017;89,59%;98,32%;0,52%;93,40%;88,40%;83,73%;68,60%;100,00%;97,66%;53,59%
12.04.2017;89,45%;98,21%;0,52%;93,40%;88,29%;83,36%;68,60%;99,76%;97,46%;54,85%
13.04.2017;89,45%;97,84%;0,52%;93,21%;87,88%;83,36%;68,60%;99,63%;97,26%;56,20%
14.04.2017;89,30%;97,63%;0,52%;93,02%;87,67%;83,73%;68,69%;99,39%;97,06%;57,66%
15.04.2017;89,22%;97,47%;0,52%;93,02%;87,35%;83,92%;68,69%;99,27%;96,76%;59,06%
16.04.2017;89,13%;97,10%;0,52%;92,83%;87,15%;83,73%;68,87%;98,55%;96,76%;58,54%
17.04.2017;88,95%;96,88%;0,52%;92,83%;86,73%;83,73%;68,87%;97,64%;96,76%;57,80%
18.04.2017;89,04%;96,78%;0,52%;93,21%;86,42%;84,30%;69,16%;97,11%;97,36%;67,44%
19.04.2017;89,04%;96,62%;0,52%;93,21%;86,31%;83,73%;68,78%;99,76%;98,09%;83,69%
20.04.2017;89,13%;96,46%;0,52%;93,21%;86,31%;83,73%;68,87%;99,39%;98,09%;85,46%
21.04.2017;89,04%;96,35%;0,52%;93,59%;86,00%;83,92%;68,97%;100,00%;99,65%;91,32%
22.04.2017;89,04%;96,19%;0,52%;93,59%;85,69%;83,92%;68,87%;100,00%;100,00%;93,22%
23.04.2017;88,95%;96,09%;0,52%;93,59%;85,38%;83,92%;68,97%;100,00%;100,00%;93,49%
24.04.2017;89,04%;95,98%;0,52%;93,59%;85,17%;83,73%;68,97%;100,00%;99,54%;93,51%
25.04.2017;88,95%;95,87%;0,52%;93,59%;84,97%;83,73%;68,78%;100,00%;99,19%;93,05%
26.04.2017;88,95%;95,77%;0,52%;93,40%;84,76%;83,73%;68,60%;100,00%;99,07%;93,07%
27.04.2017;88,86%;95,66%;0,52%;93,40%;83,94%;83,54%;68,69%;100,00%;99,31%;92,85%
28.04.2017;88,68%;95,55%;0,52%;93,59%;83,12%;83,54%;68,60%;100,00%;99,42%;92,53%
29.04.2017;88,59%;95,18%;0,52%;93,59%;82,51%;83,17%;68,32%;100,00%;99,42%;92,29%
30.04.2017;88,33%;94,65%;0,52%;93,59%;81,50%;83,17%;68,23%;99,39%;98,84%;91,88%
1.05.2017;88,09%;94,12%;0,52%;93,59%;81,09%;82,79%;67,89%;98,44%;98,52%;91,34%
2.05.2017;87,93%;93,85%;0,52%;93,59%;80,39%;82,79%;67,97%;98,21%;98,30%;90,61%
3.05.2017;87,77%;93,69%;0,52%;93,40%;80,19%;82,23%;67,80%;97,98%;98,09%;89,95%
4.05.2017;87,77%;93,16%;0,52%;93,40%;80,29%;82,61%;67,89%;97,64%;97,76%;89,80%
5.05.2017;87,69%;92,79%;0,52%;93,02%;80,08%;82,23%;67,80%;97,43%;97,56%;89,04%
6.05.2017;87,69%;92,41%;0,52%;93,02%;80,08%;82,04%;67,72%;97,00%;97,16%;88,18%
7.05.2017;88,01%;92,00%;0,52%;93,02%;80,59%;82,04%;67,72%;96,79%;96,96%;88,20%
8.05.2017;88,33%;91,65%;0,52%;93,02%;80,99%;82,04%;67,80%;96,58%;96,76%;87,57%
9.05.2017;88,17%;91,30%;0,52%;93,02%;80,99%;82,04%;67,72%;96,69%;96,86%;86,88%
10.05.2017;88,17%;90,92%;0,52%;93,02%;81,09%;81,85%;67,46%;97,11%;97,26%;86,32%
11.05.2017;88,17%;90,55%;0,52%;92,83%;81,29%;81,29%;67,29%;97,64%;97,76%;85,53%
12.05.2017;88,17%;90,23%;0,52%;92,44%;81,50%;81,48%;67,46%;97,64%;97,76%;84,65%
13.05.2017;88,25%;89,86%;0,52%;92,44%;81,50%;81,29%;67,38%;97,64%;97,76%;83,68%
14.05.2017;88,17%;89,54%;0,52%;92,25%;81,50%;80,91%;67,55%;96,90%;97,06%;82,66%
15.05.2017;88,09%;89,17%;0,52%;92,25%;81,60%;81,10%;67,21%;96,09%;96,30%;81,56%
16.05.2017;88,09%;88,80%;0,52%;92,06%;81,50%;80,91%;67,06%;95,33%;95,58%;76,31%
17.05.2017;87,85%;88,37%;0,52%;91,87%;81,60%;81,10%;66,90%;94,89%;95,16%;71,69%
18.05.2017;87,85%;87,95%;0,52%;91,68%;81,60%;80,73%;66,67%;94,36%;94,64%;64,19%
19.05.2017;87,85%;87,52%;0,52%;91,30%;81,60%;80,35%;66,59%;93,79%;94,08%;58,49%
20.05.2017;87,85%;86,99%;0,52%;91,30%;81,50%;80,16%;66,59%;93,79%;94,08%;52,71%
21.05.2017;87,77%;86,46%;0,52%;90,92%;81,29%;79,98%;66,51%;93,34%;93,64%;48,85%
22.05.2017;87,77%;85,92%;0,52%;90,92%;81,70%;79,79%;66,21%;93,02%;93,32%;46,32%
23.05.2017;87,77%;85,34%;0,52%;90,92%;81,90%;79,79%;66,21%;92,59%;92,89%;45,78%
24.05.2017;87,77%;84,81%;0,52%;90,53%;81,70%;79,60%;65,51%;92,08%;92,39%;45,28%
25.05.2017;87,37%;84,49%;0,52%;90,15%;81,60%;79,41%;65,91%;91,78%;92,10%;46,27%
26.05.2017;87,29%;84,22%;0,52%;89,96%;81,60%;79,22%;65,61%;91,21%;91,53%;47,42%
27.05.2017;87,37%;83,90%;0,52%;89,77%;81,60%;78,85%;65,71%;90,75%;91,08%;48,53%
28.05.2017;87,21%;83,58%;0,52%;89,58%;81,60%;78,85%;65,13%;90,14%;90,48%;49,40%
29.05.2017;87,13%;83,21%;0,52%;89,21%;81,60%;78,66%;65,13%;89,72%;90,06%;50,56%
30.05.2017;87,05%;82,73%;0,52%;89,21%;81,70%;78,28%;64,95%;89,27%;89,61%;51,42%
31.05.2017;87,13%;82,52%;0,52%;89,02%;82,00%;78,10%;65,04%;88,61%;88,95%;52,23%
1.06.2017;86,89%;82,30%;0,52%;88,83%;82,10%;78,10%;64,95%;88,20%;88,53%;54,09%
2.06.2017;86,81%;81,99%;0,52%;88,64%;82,00%;77,91%;65,04%;87,49%;87,81%;55,05%
3.06.2017;86,89%;81,77%;0,52%;88,45%;81,90%;77,72%;64,40%;87,10%;87,42%;56,45%
4.06.2017;86,81%;81,45%;0,52%;88,26%;82,00%;77,72%;64,40%;86,54%;86,85%;58,06%
5.06.2017;86,73%;81,19%;0,52%;88,07%;81,90%;77,35%;64,31%;86,18%;86,49%;59,23%
6.06.2017;86,65%;80,81%;0,52%;87,88%;81,80%;77,16%;63,79%;85,83%;86,13%;60,52%
